"","species","RCU","RLI","RB1","RB4","RB7","RB12","SP","EX","DI","R2n","CU","LI","B1","B4","B7","B12","C2n"
"1","Carex_aboriginum|IDA|spm00001838",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"37","Carex_amphibola|ALA|spm00000654",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,4.93371105500327,47.5,15.5,120.7753623,8609.474638,360.7681159,1124.728261,56
"38","Carex_amplifolia|NEV|spm00000715",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"39","Carex_andersonii|AGS|spm00000522",NA,NA,NA,NA,NA,NA,0.716372610390219,0.0953056,0.621067010390219,NA,NA,NA,NA,NA,NA,NA,NA
"40","Carex_andina|CLC|spm00000527",NA,NA,NA,NA,NA,NA,0.141000147606376,0.00554383866666667,0.135456308939709,NA,NA,NA,NA,NA,NA,NA,NA
"41","Carex_andringitrensis||spm00004704",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"42","Carex_angolensis|MLW|spm00000170",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"43","Carex_angustata|CAL|spm00000713",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.716372610390219,0.0953056,0.621067010390219,90.3719412173807,70,47.5,68.86764706,6820.411765,337.9411765,928.0147059,68
"44","Carex_angustilepis|MXE|spm00000356",NA,NA,NA,NA,NA,NA,0.141000147606376,0.00554383866666667,0.135456308939709,NA,NA,NA,NA,NA,NA,NA,NA
"45","Carex_angustispica|MXS|spm00000262",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"46","Carex_anisostachys|MXT|spm00000258",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"47","Carex_annectens|ALA|spm00000730",249.716085180105,NA,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.64263444182429,0.0252872,0.61734724182429,0.088226454868118,52.5,NA,116.3529412,8930.008021,370.8957219,1082.839572,51
"48","Carex_anningensis|CHC|spm00005659",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"49","Carex_anthoxanthea|WAS|spm00001568",1.03629438965598,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.141000147606376,0.00554383866666667,0.135456308939709,90.3719412173807,22.5,20,22.3877551,6240.340136,250.3197279,1369.095238,55
"50","Carex_antoniensis|CVI|spm00002181",NA,NA,NA,NA,NA,NA,0.641970778943352,0.107713,0.534257778943352,NA,NA,NA,NA,NA,NA,NA,NA
"51","Carex_aperta|BRC|spm00001842",249.716085180105,0.215062486607998,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,0.354791355326415,52.5,25,73.15189873,6868.21519,313.4556962,1047.151899,54
"52","Carex_aphylla|AGS|spm00000526",NA,NA,NA,NA,NA,NA,0.141000147606376,0.00554383866666667,0.135456308939709,NA,NA,NA,NA,NA,NA,NA,NA
"53","Carex_appalachica|MAS|spm00000721",249.716085180105,NA,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.336906089512407,0.0522676,0.284638489512407,3.1008522233728,40,NA,88.53012048,8876.771084,366.2891566,1128.53012,52
"54","Carex_appendiculata|KHA|spm00006476",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,0.503322212785212,52.5,20,-24.20779221,12799.04545,451.7987013,762.487013,78
"55","Carex_appressa_var_appressa|NSW|spm00002189",249.716085180105,0.0972091540751441,NA,NA,NA,NA,0.336906089512407,0.0522676,0.284638489512407,1.43621711260924,52.5,5.5,NA,NA,NA,NA,61
"56","Carex_appressa_var_virgata|NZS|spm00005389",NA,NA,NA,NA,NA,NA,0.336906089512407,0.0522676,0.284638489512407,NA,NA,NA,NA,NA,NA,NA,NA
"57","Carex_appropinquata|GER|spm00002248",249.716085180105,1.22213608465815,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.336906089512407,0.0522676,0.284638489512407,0.0683320820294712,55,5.5,55.86748466,7410.808589,288.6711656,720.9325153,64
"58","Carex_aquatilis_var_aquatilis|NFL|spm00001485",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.716372610390219,0.0953056,0.621067010390219,90.3719412173807,85,62.5,2.900163666,8407.301146,334.3224223,716.608838,76.76923077
"59","Carex_aquatilis_var_dives||NCBI_Janeway_2155",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.716372610390219,0.0953056,0.621067010390219,90.3719412173807,90,80,68.79411765,5466.477941,253.8088235,1656.801471,76.5
"60","Carex_aquatilis_var_minor||NCBI_Bennett_893",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.716372610390219,0.0953056,0.621067010390219,90.3719412173807,65,30,-91.98676749,11557.96219,395.4612476,359.7032136,76.26666667
"61","Carex_aquatilis_var_substricta||NCBI_Dragon_1290",NA,NA,NA,NA,NA,NA,0.716372610390219,0.0953056,0.621067010390219,NA,NA,NA,NA,NA,NA,NA,NA
"62","Carex_arapahoensis|COL|spm00001725",NA,NA,NA,NA,NA,NA,1.09313075813263,0.0962389666666667,0.996891791465965,NA,NA,NA,NA,NA,NA,NA,NA
"63","Carex_arcta|ASK|spm00000710",249.716085180105,1.83544021286753,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.336906089512407,0.0522676,0.284638489512407,90.3719412173807,47.5,7.5,41.78490566,9048.641509,372.9245283,964.1245283,60
"64","Carex_arctata|WIS|spm00000731",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,60,52.5,44.75105485,10378.13291,410.4409283,910.7805907,54
"65","Carex_arctiformis|BRC|spm00001851",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.336906089512407,0.0522676,0.284638489512407,90.3719412173807,35,8,72.78571429,4723.928571,210,1667.357143,56
"66","Carex_arctogena|CAL|NCBI_CAL_55",NA,NA,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.141000147606376,0.00554383866666667,0.135456308939709,0.609333371900294,NA,NA,-20.82622951,8245.963934,314.0393443,684.0360656,50
"67","Carex_arenaria|DEL|spm00000733",249.716085180105,1.76575705532506,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.336906089512407,0.0522676,0.284638489512407,2.42829436798841,37.5,11,91.04993598,5436.865557,217.1049936,846.4737516,60.90909091
"68","Carex_arenicola|KOR|spm00000018",NA,NA,NA,NA,NA,NA,0.336906089512407,0.0522676,0.284638489512407,NA,NA,NA,NA,NA,NA,NA,NA
"69","Carex_argunensis|KHA|spm00006472",249.716085180105,0.00114126456576662,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.141000147606376,0.00554383866666667,0.135456308939709,90.3719412173807,17.5,0,-40.11428571,14711.08571,521.2,453.6571429,42
"70","Carex_argyrantha|MRY|spm00000734",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,1.09313075813263,0.0962389666666667,0.996891791465965,90.3719412173807,65,11.5,65.5,9524.736842,383.3684211,919.3157895,74.66666667
"71","Carex_arisanensis|TAI|spm00006420",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,0.427526287928721,27.5,8,177.2380952,3739.619048,171.9047619,2908.333333,44
"72","Carex_arkansana|ILL|spm00000737",NA,NA,NA,NA,NA,NA,0.336906089512407,0.0522676,0.284638489512407,NA,NA,NA,NA,NA,NA,NA,NA
"73","Carex_arnellii|SWE|spm00003783",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,0.481072810342568,57.5,27.5,13.05454545,12749.8,462.8,616.5090909,40
"74","Carex_assiniboinensis|MAN|spm00000722",249.716085180105,0.892416618067945,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,55,17.5,43.67021277,12225.25532,477.6382979,616.3510638,32
"75","Carex_astricta||spm00004420",249.716085180105,0.0019256972716277,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.422393664032258,0.0899256666666667,0.332467997365592,0.0117803793587231,20,0,106.2716049,3446.382716,189.8271605,2377.666667,88
"76","Carex_asturica|SPA|spm00004385",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,0.878033677430806,35,15,82.64130435,5152.847826,247.3695652,968.0326087,46
"77","Carex_asynchrona|MXE|spm00000257",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,54,17,184.8888889,2813.666667,224,1156.444444,52
"78","Carex_aterrima_ssp_aterrima|CZE|spm00007989",249.716085180105,2.77193387729079,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,0.80091404468684,25,12,-57.1,13508.03333,490.3,619.6,53
"79","Carex_aterrima_ssp_medwedewii|TCS|spm00003468",NA,NA,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,0.80091404468684,NA,NA,12.81081081,6992.189189,309.2162162,843.2702703,52
"80","Carex_atherodes|BRC|spm00001849",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.641970778943352,0.107713,0.534257778943352,90.3719412173807,80,52.5,34.58362369,10778.78223,420.8449477,575.1655052,64.66666667
"81","Carex_athrostachya|CAL|spm00000727",249.716085180105,0.212770093469424,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,1.09313075813263,0.0962389666666667,0.996891791465965,90.3719412173807,50,8.5,54.54913295,7396.289017,353.6936416,618.933526,68
"82","Carex_atlantica_ssp_atlantica|FLA|spm00000718",249.716085180105,3.51287120237343,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.336906089512407,0.0522676,0.284638489512407,90.3719412173807,60,8.1,117.6975309,8138.030864,341.1419753,1200.209877,44
"83","Carex_atlantica_ssp_capillacea|PEN|spm00005432",NA,NA,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.336906089512407,0.0522676,0.284638489512407,0.546384961011764,NA,NA,127.1487179,7941.097436,336.5897436,1200.251282,54
"84","Carex_atractodes|MXE|spm00000256",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"85","Carex_atrata|AUT|spm00007990",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,3.29157201465654,35,17.5,14.09169054,6165.582617,247.3581662,1009.813754,53.09090909
"86","Carex_atratiformis|ABT|spm00001751",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,3.29157201465654,45,17.5,-4.125523013,10580.65272,417.7824268,717.6820084,54
"87","Carex_atrivaginata|VIE|NCBI_Ford_1230A",NA,NA,NA,NA,NA,NA,0.141000147606376,0.00554383866666667,0.135456308939709,NA,NA,NA,NA,NA,NA,NA,NA
"88","Carex_atrofusca|ASK|spm00001654",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,17.5,13.5,-40.58207218,9215.365541,339.6891735,683.2107101,38.25
"89","Carex_atrofuscoides|CHQ|spm00006855",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"90","Carex_atropicta|AGS|spm00007993",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"91","Carex_atrosquama|MNT|spm00001720",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"92","Carex_aucklandica||spm00004410",249.716085180105,0.0019256972716277,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.422393664032258,0.0899256666666667,0.332467997365592,0.0117803793587231,27.5,0,85.6,2885.8,165.4,1252.4,88
"93","Carex_augustinowiczii|SAK|spm00007995",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,40,25,35.12765957,9699.989362,361.1170213,1294.723404,61
"94","Carex_aurea||spm00000767",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.918621195318457,0.333996666666667,0.584624528651791,90.3719412173807,22.5,12,34.02118644,10012.86441,408.5815678,700.0286017,52
"95","Carex_aureolensis|MSI|spm00000770",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"96","Carex_auriculata|KOR|spm00000345",NA,NA,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,NA,NA,30.05714286,11914.25714,431.7285714,767.5857143,58
"97","Carex_austrina|MRY|spm00000790",NA,NA,NA,NA,NA,NA,0.64263444182429,0.0252872,0.61734724182429,NA,NA,NA,NA,NA,NA,NA,NA
"98","Carex_austroalpina|SPA|spm00000535",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,65,17.5,57.37096774,6000.032258,251.8064516,1124.564516,39.5
"99","Carex_austrocaroliniana|NCA|spm00001729",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,35,9.5,130.1724138,7404.448276,333.5517241,1466.793103,58
"100","Carex_austrocompacta|TDC|spm00005930",249.716085180105,0.0019256972716277,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.422393664032258,0.0899256666666667,0.332467997365592,0.0109661516792647,25,0,81.93877551,2511.27551,150.5714286,1910.091837,88
"101","Carex_austrodeflexa|NCA|spm00004540",NA,NA,NA,NA,NA,NA,0.464106453071108,0.0634811333333333,0.400625319737774,NA,NA,NA,NA,NA,NA,NA,NA
"102","Carex_austroflaccida||spm00005091",NA,NA,NA,NA,NA,NA,0.422393664032258,0.0899256666666667,0.332467997365592,NA,NA,NA,NA,NA,NA,NA,NA
"103","Carex_austromexicana|MXS|spm00000358",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"104","Carex_aztecica|MXS|spm00000254",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"105","Carex_baccans||spm00007862",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,115,4.5,189.1294118,3430.305882,189.6764706,2087.117647,55
"106","Carex_backii|BRC|spm00002007",2.81180022836741,NA,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.141000147606376,0.00554383866666667,0.135456308939709,90.3719412173807,13.2,NA,40.25888325,10883.50761,434.2994924,741.6852792,66
"107","Carex_badilloi|NAT|spm00003223",249.716085180105,0.813759889595208,NA,NA,NA,NA,0.141000147606376,0.00554383866666667,0.135456308939709,0.248622779885776,56.5,37,NA,NA,NA,NA,35
"108","Carex_baileyi|KTY|spm00000751",NA,NA,NA,NA,NA,NA,0.641970778943352,0.107713,0.534257778943352,NA,NA,NA,NA,NA,NA,NA,NA
"109","Carex_baimaensis|CHS|spm00000027",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"110","Carex_balansae|VIE|spm00007863",NA,NA,NA,NA,NA,NA,0.141000147606376,0.00554383866666667,0.135456308939709,NA,NA,NA,NA,NA,NA,NA,NA
"111","Carex_baldensis|SWI|spm00005242",249.716085180105,NA,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.141000147606376,0.00554383866666667,0.135456308939709,1.92791371825262,20,NA,77.13043478,6507.304348,268.826087,984.5652174,89.33333333
"112","Carex_balfourii|REU|spm00000528",NA,NA,NA,NA,NA,NA,1.09313075813263,0.0962389666666667,0.996891791465965,NA,NA,NA,NA,NA,NA,NA,NA
"113","Carex_baltzellii|FLA|spm00001914",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"114","Carex_banksiana|NZ|spm00005085",249.716085180105,0.0019256972716277,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.422393664032258,0.0899256666666667,0.332467997365592,0.0117803793587231,22.5,0,124.0366972,3299.59633,182.7889908,1792.651376,88
"115","Carex_banksii|CLS|spm00000545",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"116","Carex_barbarae|CAL|spm00001449",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"117","Carex_barbayaki|CHC|spm00005651",NA,NA,NA,NA,NA,NA,0.141000147606376,0.00554383866666667,0.135456308939709,NA,NA,NA,NA,NA,NA,NA,NA
"118","Carex_barrattii|ALA|spm00000748",NA,NA,NA,NA,NA,NA,0.716372610390219,0.0953056,0.621067010390219,NA,NA,NA,NA,NA,NA,NA,NA
"119","Carex_basiantha|SCA|spm00000637",NA,NA,NA,NA,NA,NA,0.141000147606376,0.00554383866666667,0.135456308939709,NA,NA,NA,NA,NA,NA,NA,NA
"120","Carex_basutorum|OFS|spm00007788",NA,NA,NA,NA,NA,NA,0.141000147606376,0.00554383866666667,0.135456308939709,NA,NA,NA,NA,NA,NA,NA,NA
"121","Carex_bathiei|MDG|spm00002195",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"122","Carex_bavicola|VIE|spm00007864",NA,NA,NA,NA,NA,NA,0.141000147606376,0.00554383866666667,0.135456308939709,NA,NA,NA,NA,NA,NA,NA,NA
